Date_Str,Month,DayOfWeek,DayOfYear,temp_c,humidity_pct,rain_mm,wind_kmh,Water_pct,Greenery_pct,Empty_Land_pct,Road_and_Infrastructure_pct
2025-11-04,11,1,308,25.22,71.5,0.0,8.12,2.69,44.03,11.99,41.28
2025-11-05,11,2,309,25.28,74.21,0.0,6.78,2.69,44.03,11.99,41.28
2025-11-06,11,3,310,26.6,75.79,0.2,4.66,2.69,44.03,11.99,41.28
2025-11-07,11,4,311,26.4,71.38,0.0,9.41,2.69,44.03,11.99,41.28
2025-11-08,11,5,312,24.48,60.5,0.0,10.08,2.69,44.03,11.99,41.28
2025-11-09,11,6,313,23.82,63.92,0.0,6.02,2.69,44.03,11.99,41.28
2025-11-10,11,0,314,24.16,63.17,0.0,6.78,2.69,44.03,11.99,41.28
2025-11-11,11,1,315,23.49,59.83,0.0,6.5,2.69,44.03,11.99,41.28
2025-11-12,11,2,316,22.98,61.62,0.0,5.41,2.69,44.03,11.99,41.28
2025-11-13,11,3,317,23.1,61.58,0.0,6.45,2.69,44.03,11.99,41.28
2025-11-14,11,4,318,23.28,61.04,0.0,6.5,2.69,44.03,11.99,41.28
2025-11-15,11,5,319,23.72,61.04,0.0,7.1,2.69,44.03,11.99,41.28
2025-11-16,11,6,320,23.85,57.71,0.0,7.28,2.69,44.03,11.99,41.28
2025-11-17,11,0,321,23.92,60.5,0.0,7.08,2.69,44.03,11.99,41.28
2025-11-18,11,1,322,24.65,55.25,0.0,3.37,2.69,44.03,11.99,41.28
2025-11-19,11,2,323,25.35,55.83,0.0,4.55,2.69,44.03,11.99,41.28
2025-11-20,11,3,324,24.66,58.17,0.0,5.75,2.69,44.03,11.99,41.28
2025-11-21,11,4,325,24.81,57.83,0.0,4.31,2.69,44.03,11.99,41.28
2025-11-22,11,5,326,23.8,64.21,0.0,5.27,2.69,44.03,11.99,41.28
2025-11-23,11,6,327,23.87,63.46,0.0,4.72,2.69,44.03,11.99,41.28
2025-11-24,11,0,328,23.18,57.79,0.0,8.89,2.69,44.03,11.99,41.28
2025-11-25,11,1,329,22.63,52.54,0.0,7.18,2.69,44.03,11.99,41.28
2025-11-26,11,2,330,22.6,57.25,0.0,6.75,2.69,44.03,11.99,41.28
2025-11-27,11,3,331,23.1,62.88,0.0,5.67,2.69,44.03,11.99,41.28
2025-11-28,11,4,332,23.23,60.79,0.0,2.79,2.69,44.03,11.99,41.28
2025-11-29,11,5,333,23.36,60.58,0.0,4.33,2.69,44.03,11.99,41.28
2025-11-30,11,6,334,23.31,59.71,0.0,5.15,2.69,44.03,11.99,41.28
2025-12-01,12,0,335,23.91,60.92,0.0,5.83,2.69,44.03,11.99,41.28
2025-12-02,12,1,336,23.2,63.08,0.0,5.12,2.69,44.03,11.99,41.28
2025-12-03,12,2,337,22.44,59.92,0.0,5.71,2.69,44.03,11.99,41.28
2025-12-04,12,3,338,21.92,58.71,0.0,8.83,2.69,44.03,11.99,41.28
2025-12-05,12,4,339,21.66,51.67,0.0,8.13,2.69,44.03,11.99,41.28
2025-12-06,12,5,340,20.73,55.42,0.0,5.88,2.69,44.03,11.99,41.28
2025-12-07,12,6,341,21.12,56.38,0.0,5.72,2.69,44.03,11.99,41.28
2025-12-08,12,0,342,21.33,55.83,0.0,5.09,2.69,44.03,11.99,41.28
2025-12-09,12,1,343,21.38,63.29,0.0,6.27,2.69,44.03,11.99,41.28
2025-12-10,12,2,344,21.47,63.21,0.0,5.83,2.69,44.03,11.99,41.28
2025-12-11,12,3,345,21.25,57.25,0.0,4.09,2.69,44.03,11.99,41.28
2025-12-12,12,4,346,21.45,59.75,0.0,4.62,2.69,44.03,11.99,41.28
2025-12-13,12,5,347,21.62,63.12,0.0,5.79,2.69,44.03,11.99,41.28
2025-12-14,12,6,348,22.37,62.83,0.0,5.78,2.69,44.03,11.99,41.28
2025-12-15,12,0,349,22.19,60.96,0.0,5.88,2.69,44.03,11.99,41.28
2025-12-16,12,1,350,21.5,59.46,0.0,5.0,2.69,44.03,11.99,41.28
2025-12-17,12,2,351,21.8,57.83,0.0,7.68,2.69,44.03,11.99,41.28
2025-12-18,12,3,352,22.2,63.88,0.0,5.89,2.69,44.03,11.99,41.28
2025-12-19,12,4,353,22.44,62.83,0.0,5.81,2.69,44.03,11.99,41.28
2025-12-20,12,5,354,20.37,71.17,0.0,6.94,2.69,44.03,11.99,41.28
2025-12-21,12,6,355,20.78,69.71,0.0,7.08,2.69,44.03,11.99,41.28
2025-12-22,12,0,356,20.74,67.54,0.0,6.83,2.69,44.03,11.99,41.28
2025-12-23,12,1,357,20.09,66.17,0.0,5.65,2.69,44.03,11.99,41.28
2025-12-24,12,2,358,19.85,65.21,0.0,6.93,2.69,44.03,11.99,41.28
2025-12-25,12,3,359,18.19,65.29,0.0,8.5,2.69,44.03,11.99,41.28
2025-12-26,12,4,360,18.31,63.67,0.0,6.56,2.69,44.03,11.99,41.28
2025-12-27,12,5,361,18.98,67.83,0.0,7.11,2.69,44.03,11.99,41.28
2025-12-28,12,6,362,18.32,67.62,0.0,7.78,2.69,44.03,11.99,41.28
2025-12-29,12,0,363,17.05,69.96,0.0,7.86,2.69,44.03,11.99,41.28
2025-12-30,12,1,364,16.15,70.58,0.0,7.3,2.69,44.03,11.99,41.28
2025-12-31,12,2,365,16.91,68.5,0.0,6.16,2.69,44.03,11.99,41.28
2026-01-01,1,3,1,18.25,65.38,0.0,6.22,2.69,44.03,11.99,41.28
2026-01-02,1,4,2,19.36,62.71,0.0,6.36,2.69,44.03,11.99,41.28
2026-01-03,1,5,3,19.53,65.12,0.0,6.48,2.69,44.03,11.99,41.28
2026-01-04,1,6,4,18.56,68.42,0.0,9.3,2.69,44.03,11.99,41.28
2026-01-05,1,0,5,15.89,69.42,0.0,8.8,2.69,44.03,11.99,41.28
2026-01-06,1,1,6,15.81,70.92,0.0,8.26,2.69,44.03,11.99,41.28
2026-01-07,1,2,7,17.55,64.42,0.0,8.36,2.69,44.03,11.99,41.28
2026-01-08,1,3,8,17.55,59.33,0.0,10.04,2.69,44.03,11.99,41.28
2026-01-09,1,4,9,17.72,60.79,0.0,8.77,2.69,44.03,11.99,41.28
2026-01-10,1,5,10,18.3,58.58,0.0,8.17,2.69,44.03,11.99,41.28
2026-01-11,1,6,11,19.07,50.88,0.0,8.3,2.69,44.03,11.99,41.28
2026-01-12,1,0,12,19.15,55.79,0.0,9.1,2.69,44.03,11.99,41.28
2026-01-13,1,1,13,19.42,52.0,0.0,8.44,2.69,44.03,11.99,41.28
2026-01-14,1,2,14,19.3,53.21,0.0,7.48,2.69,44.03,11.99,41.28
2026-01-15,1,3,15,18.72,52.67,0.0,8.05,2.69,44.03,11.99,41.28
2026-01-16,1,4,16,19.22,49.12,0.0,7.27,2.69,44.03,11.99,41.28
2026-01-17,1,5,17,20.05,53.38,0.0,6.78,2.69,44.03,11.99,41.28
2026-01-18,1,6,18,20.62,57.75,0.0,5.63,2.69,44.03,11.99,41.28
2026-01-19,1,0,19,20.96,55.58,0.0,3.98,2.69,44.03,11.99,41.28
2026-01-20,1,1,20,22.21,54.38,0.0,4.56,2.69,44.03,11.99,41.28
2026-01-21,1,2,21,22.63,55.04,0.0,7.02,2.69,44.03,11.99,41.28
2026-01-22,1,3,22,21.2,50.79,0.0,6.92,2.69,44.03,11.99,41.28
2026-01-23,1,4,23,20.85,55.46,0.0,5.44,2.69,44.03,11.99,41.28
2026-01-24,1,5,24,21.26,51.08,0.0,6.02,2.69,44.03,11.99,41.28
2026-01-25,1,6,25,22.68,49.62,0.0,5.44,2.69,44.03,11.99,41.28
2026-01-26,1,0,26,22.69,55.58,0.0,7.69,2.69,44.03,11.99,41.28
2026-01-27,1,1,27,21.5,59.0,0.0,7.65,2.69,44.03,11.99,41.28
2026-01-28,1,2,28,22.18,55.21,0.0,4.96,2.69,44.03,11.99,41.28
2026-01-29,1,3,29,23.22,54.42,0.0,5.86,2.69,44.03,11.99,41.28
2026-01-30,1,4,30,22.38,61.67,0.0,6.65,2.69,44.03,11.99,41.28
2026-01-31,1,5,31,21.9,61.83,0.0,7.81,2.69,44.03,11.99,41.28
2026-02-01,2,6,32,21.65,53.21,0.0,7.15,2.69,44.03,11.99,41.28
2026-02-02,2,0,33,21.69,50.0,0.0,6.8,2.69,44.03,11.99,41.28
2026-02-03,2,1,34,22.78,55.21,0.0,6.89,2.69,44.03,11.99,41.28
2026-02-04,2,2,35,23.22,52.96,0.0,6.21,2.69,44.03,11.99,41.28
2026-02-05,2,3,36,23.02,49.79,0.0,6.52,2.69,44.03,11.99,41.28
2026-02-06,2,4,37,21.43,49.79,0.0,7.79,2.69,44.03,11.99,41.28
2026-02-07,2,5,38,20.89,51.71,0.0,7.12,2.69,44.03,11.99,41.28
2026-02-08,2,6,39,21.79,54.12,0.0,6.78,2.69,44.03,11.99,41.28
2026-02-09,2,0,40,21.64,52.42,0.0,6.24,2.69,44.03,11.99,41.28
2026-02-10,2,1,41,22.46,46.58,0.0,6.14,2.69,44.03,11.99,41.28
2026-02-11,2,2,42,23.42,47.12,0.0,6.11,2.69,44.03,11.99,41.28
2026-02-12,2,3,43,23.36,46.54,0.0,6.42,2.69,44.03,11.99,41.28
2026-02-13,2,4,44,23.3,46.54,0.0,7.29,2.69,44.03,11.99,41.28
2026-02-14,2,5,45,23.34,48.29,0.0,5.67,2.69,44.03,11.99,41.28
2026-02-15,2,6,46,23.63,46.67,0.0,5.13,2.69,44.03,11.99,41.28
2026-02-16,2,0,47,23.6,47.62,0.0,7.16,2.69,44.03,11.99,41.28
2026-02-17,2,1,48,24.59,45.25,0.0,7.34,2.69,44.03,11.99,41.28
2026-02-18,2,2,49,25.2,41.79,0.0,6.07,2.69,44.03,11.99,41.28
2026-02-19,2,3,50,25.87,43.71,0.0,5.02,2.69,44.03,11.99,41.28
2026-02-20,2,4,51,26.29,45.38,0.0,5.96,2.69,44.03,11.99,41.28
2026-02-21,2,5,52,26.39,42.12,0.0,5.57,2.69,44.03,11.99,41.28
2026-02-22,2,6,53,26.53,50.25,0.0,6.49,2.69,44.03,11.99,41.28
2026-02-23,2,0,54,26.17,68.79,0.8,5.41,2.69,44.03,11.99,41.28
2026-02-24,2,1,55,23.26,79.0,5.1,5.1,2.69,44.03,11.99,41.28
2026-02-25,2,2,56,24.28,60.46,0.0,6.01,2.69,44.03,11.99,41.28
2026-02-26,2,3,57,23.86,53.08,0.0,6.77,2.69,44.03,11.99,41.28
2026-02-27,2,4,58,24.25,59.88,0.0,7.75,2.69,44.03,11.99,41.28
2026-02-28,2,5,59,25.99,63.46,0.0,7.72,2.69,44.03,11.99,41.28
2026-03-01,3,6,60,27.55,69.96,0.2,8.16,2.69,44.03,11.99,41.28
2026-03-02,3,0,61,27.42,56.5,0.0,5.11,2.69,44.03,11.99,41.28
2026-03-03,3,1,62,26.94,39.71,0.0,5.42,2.69,44.03,11.99,41.28
2026-03-04,3,2,63,27.1,40.42,0.0,7.26,2.69,44.03,11.99,41.28
2026-03-05,3,3,64,27.03,57.38,0.0,5.58,2.69,44.03,11.99,41.28
2026-03-06,3,4,65,26.78,69.67,0.0,6.56,2.69,44.03,11.99,41.28
2026-03-07,3,5,66,26.39,75.21,0.8,7.74,2.69,44.03,11.99,41.28
2026-03-08,3,6,67,26.2,76.96,1.1,6.52,2.69,44.03,11.99,41.28
2026-03-09,3,0,68,26.56,77.88,2.1,6.38,2.69,44.03,11.99,41.28
2026-03-10,3,1,69,26.88,76.62,1.9,5.6,2.69,44.03,11.99,41.28
2026-03-11,3,2,70,26.81,79.17,5.1,5.99,2.69,44.03,11.99,41.28
2026-03-12,3,3,71,26.65,82.17,1.3,7.25,2.69,44.03,11.99,41.28
2026-03-13,3,4,72,28.68,74.08,0.0,13.99,2.69,44.03,11.99,41.28
2026-03-14,3,5,73,28.42,74.04,0.2,14.77,2.69,44.03,11.99,41.28
2026-03-15,3,6,74,27.44,75.12,0.3,15.65,2.69,44.03,11.99,41.28
2026-03-16,3,0,75,25.6,75.17,5.3,11.87,2.69,44.03,11.99,41.28
2026-03-17,3,1,76,26.72,76.71,0.0,13.85,2.69,44.03,11.99,41.28
2026-03-18,3,2,77,25.68,81.88,2.1,9.66,2.69,44.03,11.99,41.28
2026-03-19,3,3,78,25.74,80.79,4.8,9.05,2.69,44.03,11.99,41.28
2026-03-20,3,4,79,24.77,81.38,30.9,8.62,2.69,44.03,11.99,41.28
2026-03-21,3,5,80,21.37,85.29,7.1,6.51,2.69,44.03,11.99,41.28
2026-03-22,3,6,81,23.09,77.54,0.0,5.77,2.69,44.03,11.99,41.28
2026-03-23,3,0,82,25.13,74.25,0.5,6.19,2.69,44.03,11.99,41.28
