Date_Str,Month,DayOfWeek,DayOfYear,temp_c,humidity_pct,rain_mm,wind_kmh,Water_pct,Greenery_pct,Empty_Land_pct,Road_and_Infrastructure_pct
2025-11-04,11,1,308,25.8,84.5,0.0,7.47,24.52,35.28,12.34,27.87
2025-11-05,11,2,309,25.84,85.0,0.8,5.05,24.52,35.28,12.34,27.87
2025-11-06,11,3,310,25.4,85.04,0.8,3.53,24.52,35.28,12.34,27.87
2025-11-07,11,4,311,25.15,84.33,0.0,4.06,24.52,35.28,12.34,27.87
2025-11-08,11,5,312,24.9,81.38,0.0,4.56,24.52,35.28,12.34,27.87
2025-11-09,11,6,313,24.65,81.58,0.0,3.68,24.52,35.28,12.34,27.87
2025-11-10,11,0,314,24.39,78.12,0.0,3.05,24.52,35.28,12.34,27.87
2025-11-11,11,1,315,23.7,83.33,1.0,3.87,24.52,35.28,12.34,27.87
2025-11-12,11,2,316,23.31,82.5,0.0,3.25,24.52,35.28,12.34,27.87
2025-11-13,11,3,317,23.37,82.46,0.2,2.98,24.52,35.28,12.34,27.87
2025-11-14,11,4,318,22.86,81.38,0.0,3.43,24.52,35.28,12.34,27.87
2025-11-15,11,5,319,22.37,75.67,0.0,5.46,24.52,35.28,12.34,27.87
2025-11-16,11,6,320,22.06,74.58,0.0,6.9,24.52,35.28,12.34,27.87
2025-11-17,11,0,321,21.59,76.67,0.0,7.28,24.52,35.28,12.34,27.87
2025-11-18,11,1,322,21.69,75.67,0.0,6.65,24.52,35.28,12.34,27.87
2025-11-19,11,2,323,22.1,77.79,0.0,4.68,24.52,35.28,12.34,27.87
2025-11-20,11,3,324,22.48,77.83,0.0,3.39,24.52,35.28,12.34,27.87
2025-11-21,11,4,325,22.16,77.58,1.2,4.38,24.52,35.28,12.34,27.87
2025-11-22,11,5,326,21.53,82.62,0.9,4.1,24.52,35.28,12.34,27.87
2025-11-23,11,6,327,20.51,85.0,4.0,3.52,24.52,35.28,12.34,27.87
2025-11-24,11,0,328,20.87,81.92,0.0,7.06,24.52,35.28,12.34,27.87
2025-11-25,11,1,329,21.17,79.08,0.0,5.88,24.52,35.28,12.34,27.87
2025-11-26,11,2,330,21.18,72.17,0.0,7.05,24.52,35.28,12.34,27.87
2025-11-27,11,3,331,21.05,75.75,0.0,8.32,24.52,35.28,12.34,27.87
2025-11-28,11,4,332,21.32,76.46,0.0,4.68,24.52,35.28,12.34,27.87
2025-11-29,11,5,333,21.11,78.25,0.0,3.58,24.52,35.28,12.34,27.87
2025-11-30,11,6,334,20.95,80.62,0.0,2.87,24.52,35.28,12.34,27.87
2025-12-01,12,0,335,21.18,81.29,0.0,3.15,24.52,35.28,12.34,27.87
2025-12-02,12,1,336,21.17,82.46,0.0,2.35,24.52,35.28,12.34,27.87
2025-12-03,12,2,337,20.71,83.88,0.0,3.58,24.52,35.28,12.34,27.87
2025-12-04,12,3,338,20.41,80.83,0.0,4.98,24.52,35.28,12.34,27.87
2025-12-05,12,4,339,19.47,82.08,0.0,4.85,24.52,35.28,12.34,27.87
2025-12-06,12,5,340,19.11,82.0,0.0,4.12,24.52,35.28,12.34,27.87
2025-12-07,12,6,341,19.21,79.42,0.0,4.67,24.52,35.28,12.34,27.87
2025-12-08,12,0,342,18.75,82.25,0.0,4.64,24.52,35.28,12.34,27.87
2025-12-09,12,1,343,18.84,80.83,0.0,4.08,24.52,35.28,12.34,27.87
2025-12-10,12,2,344,18.72,79.92,0.0,4.7,24.52,35.28,12.34,27.87
2025-12-11,12,3,345,18.86,80.58,0.0,6.05,24.52,35.28,12.34,27.87
2025-12-12,12,4,346,18.29,79.08,0.0,6.45,24.52,35.28,12.34,27.87
2025-12-13,12,5,347,17.88,82.12,0.0,6.2,24.52,35.28,12.34,27.87
2025-12-14,12,6,348,18.31,81.88,0.0,6.01,24.52,35.28,12.34,27.87
2025-12-15,12,0,349,18.64,83.08,0.0,4.81,24.52,35.28,12.34,27.87
2025-12-16,12,1,350,18.75,82.83,0.0,4.4,24.52,35.28,12.34,27.87
2025-12-17,12,2,351,18.95,79.96,0.0,6.63,24.52,35.28,12.34,27.87
2025-12-18,12,3,352,18.56,80.58,0.0,5.14,24.52,35.28,12.34,27.87
2025-12-19,12,4,353,18.49,83.33,0.0,4.09,24.52,35.28,12.34,27.87
2025-12-20,12,5,354,18.53,82.75,0.0,3.29,24.52,35.28,12.34,27.87
2025-12-21,12,6,355,18.49,81.71,0.0,3.7,24.52,35.28,12.34,27.87
2025-12-22,12,0,356,18.7,82.17,0.0,2.89,24.52,35.28,12.34,27.87
2025-12-23,12,1,357,19.21,81.75,0.8,4.47,24.52,35.28,12.34,27.87
2025-12-24,12,2,358,19.03,86.5,2.4,4.55,24.52,35.28,12.34,27.87
2025-12-25,12,3,359,19.04,85.04,0.2,4.6,24.52,35.28,12.34,27.87
2025-12-26,12,4,360,18.4,86.54,0.0,4.33,24.52,35.28,12.34,27.87
2025-12-27,12,5,361,18.34,86.42,0.0,4.02,24.52,35.28,12.34,27.87
2025-12-28,12,6,362,18.54,85.79,0.1,5.52,24.52,35.28,12.34,27.87
2025-12-29,12,0,363,17.81,87.58,0.0,6.99,24.52,35.28,12.34,27.87
2025-12-30,12,1,364,17.19,85.42,0.2,5.46,24.52,35.28,12.34,27.87
2025-12-31,12,2,365,16.7,85.17,0.0,3.78,24.52,35.28,12.34,27.87
2026-01-01,1,3,1,16.89,86.42,0.0,4.72,24.52,35.28,12.34,27.87
2026-01-02,1,4,2,17.35,87.04,2.0,3.88,24.52,35.28,12.34,27.87
2026-01-03,1,5,3,17.46,84.25,0.3,5.53,24.52,35.28,12.34,27.87
2026-01-04,1,6,4,16.78,86.25,2.5,5.94,24.52,35.28,12.34,27.87
2026-01-05,1,0,5,16.15,90.04,0.1,5.32,24.52,35.28,12.34,27.87
2026-01-06,1,1,6,16.09,88.71,0.0,4.32,24.52,35.28,12.34,27.87
2026-01-07,1,2,7,16.37,85.46,0.0,3.65,24.52,35.28,12.34,27.87
2026-01-08,1,3,8,16.6,82.29,0.0,4.42,24.52,35.28,12.34,27.87
2026-01-09,1,4,9,17.82,80.54,0.0,4.02,24.52,35.28,12.34,27.87
2026-01-10,1,5,10,18.74,78.04,0.0,4.06,24.52,35.28,12.34,27.87
2026-01-11,1,6,11,18.65,79.08,0.0,4.49,24.52,35.28,12.34,27.87
2026-01-12,1,0,12,18.52,80.0,0.0,4.45,24.52,35.28,12.34,27.87
2026-01-13,1,1,13,17.85,80.21,0.0,4.42,24.52,35.28,12.34,27.87
2026-01-14,1,2,14,18.58,78.92,0.0,4.21,24.52,35.28,12.34,27.87
2026-01-15,1,3,15,18.5,80.38,0.0,4.11,24.52,35.28,12.34,27.87
2026-01-16,1,4,16,18.57,79.92,0.0,3.68,24.52,35.28,12.34,27.87
2026-01-17,1,5,17,19.18,79.33,0.0,3.79,24.52,35.28,12.34,27.87
2026-01-18,1,6,18,19.67,79.88,0.0,4.2,24.52,35.28,12.34,27.87
2026-01-19,1,0,19,19.5,78.62,0.2,4.58,24.52,35.28,12.34,27.87
2026-01-20,1,1,20,19.21,81.0,0.0,3.06,24.52,35.28,12.34,27.87
2026-01-21,1,2,21,19.06,79.25,0.1,4.4,24.52,35.28,12.34,27.87
2026-01-22,1,3,22,19.08,78.71,0.0,3.43,24.52,35.28,12.34,27.87
2026-01-23,1,4,23,18.87,79.42,0.0,4.55,24.52,35.28,12.34,27.87
2026-01-24,1,5,24,18.87,77.88,0.0,3.62,24.52,35.28,12.34,27.87
2026-01-25,1,6,25,19.05,77.79,0.0,3.8,24.52,35.28,12.34,27.87
2026-01-26,1,0,26,19.26,77.17,0.0,3.2,24.52,35.28,12.34,27.87
2026-01-27,1,1,27,19.24,77.58,0.0,5.0,24.52,35.28,12.34,27.87
2026-01-28,1,2,28,19.52,78.04,0.0,4.55,24.52,35.28,12.34,27.87
2026-01-29,1,3,29,20.12,76.25,0.5,5.13,24.52,35.28,12.34,27.87
2026-01-30,1,4,30,19.48,77.75,0.0,4.08,24.52,35.28,12.34,27.87
2026-01-31,1,5,31,19.74,79.38,0.0,3.94,24.52,35.28,12.34,27.87
2026-02-01,2,6,32,19.88,78.21,0.0,4.11,24.52,35.28,12.34,27.87
2026-02-02,2,0,33,20.17,75.38,0.0,3.85,24.52,35.28,12.34,27.87
2026-02-03,2,1,34,20.14,73.92,0.0,5.36,24.52,35.28,12.34,27.87
2026-02-04,2,2,35,20.79,69.71,0.0,4.85,24.52,35.28,12.34,27.87
2026-02-05,2,3,36,19.8,73.54,0.0,5.26,24.52,35.28,12.34,27.87
2026-02-06,2,4,37,19.96,73.25,0.0,4.82,24.52,35.28,12.34,27.87
2026-02-07,2,5,38,20.38,72.54,0.1,4.5,24.52,35.28,12.34,27.87
2026-02-08,2,6,39,20.32,73.88,0.2,3.15,24.52,35.28,12.34,27.87
2026-02-09,2,0,40,20.77,68.62,0.0,4.85,24.52,35.28,12.34,27.87
2026-02-10,2,1,41,20.17,69.33,0.0,4.3,24.52,35.28,12.34,27.87
2026-02-11,2,2,42,20.93,67.42,0.0,3.96,24.52,35.28,12.34,27.87
2026-02-12,2,3,43,21.57,65.46,0.0,4.56,24.52,35.28,12.34,27.87
2026-02-13,2,4,44,21.53,68.0,0.0,5.21,24.52,35.28,12.34,27.87
2026-02-14,2,5,45,22.01,69.54,0.0,4.19,24.52,35.28,12.34,27.87
2026-02-15,2,6,46,21.45,73.12,0.4,4.23,24.52,35.28,12.34,27.87
2026-02-16,2,0,47,21.44,64.62,0.0,7.9,24.52,35.28,12.34,27.87
2026-02-17,2,1,48,21.77,65.0,0.0,6.27,24.52,35.28,12.34,27.87
2026-02-18,2,2,49,22.66,66.75,0.0,5.92,24.52,35.28,12.34,27.87
2026-02-19,2,3,50,23.71,61.75,0.0,5.4,24.52,35.28,12.34,27.87
2026-02-20,2,4,51,23.93,61.67,0.0,5.46,24.52,35.28,12.34,27.87
2026-02-21,2,5,52,23.93,65.38,0.0,5.86,24.52,35.28,12.34,27.87
2026-02-22,2,6,53,23.59,51.88,0.2,7.24,24.52,35.28,12.34,27.87
2026-02-23,2,0,54,22.68,62.04,0.0,5.77,24.52,35.28,12.34,27.87
2026-02-24,2,1,55,22.4,65.62,1.6,7.73,24.52,35.28,12.34,27.87
2026-02-25,2,2,56,22.57,65.33,0.1,6.08,24.52,35.28,12.34,27.87
2026-02-26,2,3,57,22.86,61.38,0.1,5.98,24.52,35.28,12.34,27.87
2026-02-27,2,4,58,21.73,68.5,0.3,7.36,24.52,35.28,12.34,27.87
2026-02-28,2,5,59,21.17,74.71,1.3,7.5,24.52,35.28,12.34,27.87
2026-03-01,3,6,60,20.52,74.67,0.5,12.86,24.52,35.28,12.34,27.87
2026-03-02,3,0,61,21.38,75.08,0.0,9.29,24.52,35.28,12.34,27.87
2026-03-03,3,1,62,22.64,67.71,0.0,5.48,24.52,35.28,12.34,27.87
2026-03-04,3,2,63,23.52,66.17,0.0,5.29,24.52,35.28,12.34,27.87
2026-03-05,3,3,64,24.65,61.96,0.0,5.37,24.52,35.28,12.34,27.87
2026-03-06,3,4,65,25.91,58.04,0.0,6.5,24.52,35.28,12.34,27.87
2026-03-07,3,5,66,26.32,57.75,0.0,5.15,24.52,35.28,12.34,27.87
2026-03-08,3,6,67,25.46,66.67,5.2,7.52,24.52,35.28,12.34,27.87
2026-03-09,3,0,68,23.49,80.08,17.0,5.68,24.52,35.28,12.34,27.87
2026-03-10,3,1,69,25.24,70.88,0.2,4.87,24.52,35.28,12.34,27.87
2026-03-11,3,2,70,25.52,71.88,0.6,6.57,24.52,35.28,12.34,27.87
2026-03-12,3,3,71,21.84,92.33,23.7,6.69,24.52,35.28,12.34,27.87
2026-03-13,3,4,72,20.82,93.83,13.9,6.48,24.52,35.28,12.34,27.87
2026-03-14,3,5,73,20.64,89.5,12.4,8.69,24.52,35.28,12.34,27.87
2026-03-15,3,6,74,20.47,88.0,13.5,6.26,24.52,35.28,12.34,27.87
2026-03-16,3,0,75,20.36,86.58,5.8,5.52,24.52,35.28,12.34,27.87
2026-03-17,3,1,76,20.58,84.33,12.9,5.6,24.52,35.28,12.34,27.87
2026-03-18,3,2,77,21.67,80.0,0.3,8.2,24.52,35.28,12.34,27.87
2026-03-19,3,3,78,21.65,81.33,2.2,7.73,24.52,35.28,12.34,27.87
2026-03-20,3,4,79,20.66,88.29,4.7,8.46,24.52,35.28,12.34,27.87
2026-03-21,3,5,80,20.23,88.92,14.9,6.47,24.52,35.28,12.34,27.87
2026-03-22,3,6,81,20.8,84.92,9.7,6.37,24.52,35.28,12.34,27.87
2026-03-23,3,0,82,21.55,82.46,2.7,5.29,24.52,35.28,12.34,27.87
